Gene	OF2_OO_sc.1	OF2_OO_sc.2	OF2_OO_sc.3	OF2_OO_sc.4	OF2_OO_sc.5	OF2_OO_sc.6	OF2_OO_sc.7	OF2_OO_sc.8	OF2_OO_sc.9	OF2_OO_sc.10	OF2_OO_sc.11	OF2_OO_sc.12	OF2_OO_sc.13	OF2_OO_sc.14	OF2_OO_sc.15	OF2_OO_sc.16	OF2_OO_sc.17	OF2_OO_sc.18	OF2_OO_sc.19	OF2_OO_sc.20	OF2_OO_sc.21	OF2_OO_sc.22	OF2_OO_sc.23	OF2_OO_sc.24	OF2_OO_sc.25	OF2_OO_sc.27	OF2_OO_sc.28	OF2_OO_sc.29	OF2_OO_sc.30	OF2_OO_sc.31	OF2_OO_sc.32	OF2_OO_sc.33	OF2_OO_sc.34	OF2_OO_sc.35	OF2_OO_sc.36	OF2_OO_sc.37	OF2_OO_sc.38
FGF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FGF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF12	0	0	0	1	0	0	0	0	1	0	20	17	9	0	0	0	1	1	0	0	10	2	3	16	0	0	0	0	2	0	2	0	1	2	0	1	0
FGF13	0	0	0	0	0	0	0	0	3	0	10	42	20	0	12	0	5	4	0	1	21	4	3	24	11	0	0	0	0	0	0	0	0	3	0	0	0
FGF14	1	4	0	1	0	0	0	0	13	0	1	73	40	0	10	0	9	7	1	4	35	19	4	34	0	5	0	0	1	0	5	4	0	6	4	2	3
FGF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	0	0	0	0	0	0	0	0	0	0	0	60	9	1	0	1	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0
FGF18	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
FGF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF2	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGF20	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF22	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF6	0	0	0	0	0	1	0	0	1	0	1	34	42	0	1	0	2	9	0	1	29	8	4	31	8	1	0	0	0	0	0	0	0	0	3	0	2
FGF7	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0
FGF8	0	0	0	0	0	0	0	0	0	0	1	29	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF9	0	1	0	1	0	2	0	0	7	0	49	95	78	0	13	0	19	21	0	5	72	45	48	101	28	4	0	2	1	0	10	9	0	4	12	5	2
FGFR1	0	0	1	1	0	0	1	0	5	0	70	83	122	0	2	0	18	18	0	5	91	14	35	168	31	2	0	0	2	0	6	3	0	3	0	2	2
FGFR1OP	0	1	0	7	0	0	0	2	9	0	22	98	72	2	6	0	30	26	0	2	52	36	9	44	8	1	0	0	4	0	1	3	0	4	3	4	0
FGFR1OP2	2	0	2	7	0	0	2	0	28	0	183	238	142	2	19	1	32	38	2	12	111	34	30	93	21	4	0	4	1	0	5	9	1	10	22	8	0
FGFR2	0	0	0	0	0	0	0	0	0	0	1	38	7	0	2	0	3	1	0	0	6	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0
FGFR3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
FGFRL1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGGY	0	0	0	0	0	0	1	1	4	0	16	143	61	1	3	1	9	14	0	2	44	26	9	26	4	0	0	0	0	0	0	0	0	1	7	3	0
FGL1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGL2	0	0	0	0	0	0	1	0	4	0	28	5	7	0	0	0	1	0	0	0	1	0	0	3	3	0	0	0	0	0	1	2	0	0	0	0	0
FGR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FH	6	1	1	1	0	0	1	1	5	0	46	401	209	1	26	1	46	41	1	12	167	73	37	130	18	2	0	1	0	2	16	5	0	13	10	3	4
FHAD1	0	0	0	0	0	0	0	0	4	0	0	25	3	0	1	0	1	0	0	0	4	2	3	18	0	0	0	0	1	0	0	3	0	0	1	0	0
FHDC1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FHIT	7	0	3	3	3	1	1	9	22	1	9	519	400	3	51	19	168	107	3	49	301	288	48	172	3	1	2	3	5	2	20	18	0	16	14	4	8
FHL1	1	0	1	0	1	0	0	1	2	0	260	5	4	1	0	0	2	1	0	0	3	2	0	7	2	1	0	0	0	0	0	4	0	4	2	0	2
FHL2	0	0	3	0	0	0	0	0	3	0	146	100	94	0	1	0	13	4	0	2	69	6	14	62	13	0	0	0	0	0	1	1	0	1	20	0	0
FHL3	0	0	0	0	0	0	0	0	10	0	2	85	19	1	0	0	0	0	1	1	12	3	3	15	3	1	0	0	0	0	0	0	0	3	6	0	0
FHL5	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD1	0	0	0	0	0	1	2	1	4	0	126	34	37	0	2	0	3	1	0	0	34	4	12	56	14	2	0	0	0	0	3	3	0	0	4	0	0
FHOD3	0	1	0	2	2	0	1	2	22	0	23	285	125	0	19	4	30	40	0	5	163	63	39	174	16	3	0	4	3	0	7	12	0	8	2	5	2
FIBCD1	0	0	0	0	0	0	0	1	0	0	0	25	37	0	0	0	2	0	0	1	26	4	1	22	3	0	0	0	0	0	0	0	0	0	0	0	0
FIBP	2	1	1	1	0	0	1	1	9	0	107	184	159	0	1	3	5	5	0	4	74	23	22	61	6	5	0	0	0	0	1	9	0	28	14	6	2
FICD	0	0	0	0	0	0	0	0	3	0	13	34	51	0	2	0	12	8	0	3	27	15	12	42	5	1	0	0	2	0	0	0	0	1	2	1	0
FIG4	0	2	0	1	0	1	0	0	6	0	62	125	64	0	8	0	13	12	1	0	30	12	18	40	9	5	0	1	0	0	5	1	0	4	2	0	0
FIGLA	2	2	2	17	0	3	3	4	103	0	22	778	683	6	47	9	150	90	2	38	579	201	116	519	59	29	0	1	4	3	38	65	0	100	90	16	22
FIGN	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FIGNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FILIP1	0	0	0	0	0	0	0	0	5	0	20	13	3	0	0	0	0	2	0	1	1	0	1	10	3	0	0	0	0	3	0	1	0	1	10	3	2
FILIP1L	1	1	0	0	4	0	1	3	21	0	10	125	40	0	4	0	7	6	0	4	31	13	14	56	6	5	0	2	1	0	1	7	0	10	7	3	0
FIP1L1	6	2	0	20	3	3	16	5	69	1	156	762	464	5	81	7	158	126	2	38	512	213	211	714	136	23	0	8	15	2	66	18	1	52	49	19	4
FIS1	1	1	0	3	0	1	0	0	13	1	211	64	73	4	3	2	5	3	0	3	51	6	20	67	16	5	0	0	0	2	1	9	0	16	13	8	3
FITM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FITM2	1	0	0	0	0	0	0	0	2	0	1	24	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FIZ1	0	0	0	0	0	0	0	0	1	0	46	7	12	1	0	0	0	2	0	0	6	1	5	17	13	0	0	0	0	0	1	0	0	0	0	0	0
FJX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FKBP10	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP11	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP14	0	0	0	0	0	0	0	0	1	0	33	18	2	0	3	0	10	2	1	0	0	2	1	2	3	0	0	0	0	0	1	0	0	0	0	2	0
FKBP15	0	0	0	0	0	2	1	0	8	0	30	112	46	0	1	0	8	4	0	2	60	9	18	107	15	5	0	0	1	0	4	1	0	4	4	0	1
FKBP1A	0	2	0	14	0	0	4	1	43	2	178	694	404	3	12	0	49	48	2	13	342	129	46	216	32	10	0	1	6	0	4	17	0	50	60	11	6
FKBP1B	0	0	0	0	0	0	0	0	0	0	1	5	5	0	0	0	3	1	0	0	0	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP2	1	2	1	27	0	0	0	7	54	0	362	556	402	2	13	6	101	69	2	26	318	148	44	283	53	20	0	0	14	1	10	40	0	75	41	32	14
FKBP3	2	3	1	5	0	2	4	10	27	0	342	167	118	2	24	5	70	51	0	17	94	68	24	105	17	4	2	1	2	1	11	14	0	21	12	9	5
FKBP4	0	0	0	0	0	0	0	0	32	0	76	246	102	2	2	0	5	5	0	5	52	9	24	81	34	7	0	0	0	0	0	4	1	7	18	2	0
FKBP5	0	0	0	0	0	0	0	0	8	0	60	51	45	0	6	0	16	10	0	6	42	23	15	34	3	0	0	0	0	0	0	1	1	4	6	0	2
FKBP6	1	5	0	27	3	1	1	15	99	0	74	1548	1104	21	41	4	176	117	5	97	1148	421	263	775	175	23	1	4	5	2	20	71	1	87	59	35	18
FKBP7	0	0	0	3	0	0	1	2	0	0	194	24	23	1	0	1	3	1	0	2	13	6	5	14	2	1	0	0	1	0	2	0	0	0	3	0	1
FKBP8	0	0	0	0	0	0	0	0	4	1	38	11	5	0	0	0	2	0	0	0	12	0	1	8	0	0	0	0	0	0	0	2	0	0	1	0	0
FKBP9	0	1	1	3	0	0	5	1	10	3	325	606	265	4	18	3	59	59	0	27	160	67	69	209	47	3	0	0	0	0	9	3	0	7	4	0	0
FKBPL	0	0	0	0	0	0	0	0	0	0	36	152	42	0	2	0	5	6	0	0	26	4	14	23	10	0	0	0	0	0	2	2	0	2	2	3	0
FKRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLAD1	0	0	0	0	0	0	0	0	8	0	71	84	65	0	0	0	4	3	0	1	38	3	7	28	4	0	0	0	0	0	0	6	0	11	4	3	2
FLG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLII	0	0	1	0	0	0	0	0	7	0	53	197	184	0	8	0	21	9	2	12	102	22	42	176	30	10	0	0	2	0	6	4	0	6	7	0	0
FLNB	0	0	0	0	0	1	3	0	2	0	185	119	40	2	6	0	19	13	0	3	30	6	11	34	13	2	0	0	0	0	0	0	0	0	5	0	0
FLOT1	0	4	0	4	0	2	0	1	10	0	161	324	183	3	23	0	48	33	0	12	96	72	32	72	19	7	0	0	2	3	6	19	0	9	14	2	8
FLOT2	0	0	0	2	1	0	1	0	12	1	66	153	58	1	0	0	0	1	0	2	37	6	10	49	20	5	0	0	1	0	0	3	0	3	15	1	2
FLRT1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2	0	0	0	0	0	0	0	0	0	0	22	8	1	0	1	0	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT1	2	1	0	2	0	0	1	2	12	0	5	129	94	0	5	0	11	6	0	3	63	30	38	67	10	2	0	2	0	0	3	8	0	1	6	1	0
FLT3	0	0	0	0	0	0	0	0	1	0	0	78	33	1	1	2	11	4	0	3	30	5	7	32	0	0	0	0	0	1	4	1	0	0	0	0	0
FLT3LG	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0
FLT4	0	0	0	0	0	0	0	0	0	0	1	26	9	2	0	0	0	4	0	0	2	1	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0
FLVCR1	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0	0	2	0	0	1	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
FLVCR2	0	0	1	0	0	0	0	1	0	0	0	14	7	0	0	0	0	0	0	1	4	2	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0
FLYWCH1	0	0	0	0	0	0	0	0	6	0	22	12	5	1	0	0	0	1	0	0	11	2	0	11	4	0	0	0	0	0	0	1	0	4	2	1	0
FMN1	2	0	0	0	0	0	0	2	19	0	1	146	59	1	34	9	55	44	1	8	87	41	83	178	38	3	0	1	1	0	10	0	0	2	9	1	0
FMN2	0	0	0	0	0	0	0	0	0	0	0	8	5	0	4	0	1	0	0	0	3	3	13	12	0	0	0	0	0	0	0	2	0	1	0	0	0
FMNL1	0	0	0	0	0	0	0	0	0	0	5	7	4	0	0	0	1	0	0	1	8	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0
FMNL2	0	0	0	2	0	0	0	0	3	0	129	39	32	0	1	2	8	8	0	2	23	14	19	95	14	7	0	0	0	0	8	0	0	0	1	0	0
FMNL3	0	0	0	2	0	0	0	0	1	0	2	16	16	0	1	0	1	0	0	0	20	1	5	29	9	0	0	0	0	0	0	1	0	0	1	0	0
FMO1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FMO2	0	0	1	0	0	0	0	0	0	0	0	57	26	0	10	2	21	27	0	3	14	8	3	10	2	0	0	0	0	0	5	0	0	0	0	0	0
FMO3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO5	0	0	0	1	1	0	0	0	5	0	9	93	52	3	1	1	21	3	0	0	28	6	12	49	12	4	0	0	0	0	3	0	0	1	3	0	4
FMOD	1	0	0	0	0	0	0	0	1	0	90	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FMR1	0	0	0	0	1	0	3	1	2	2	107	88	77	0	15	1	38	43	0	10	62	23	28	72	19	4	0	0	1	0	27	1	0	0	5	3	1
FMR1NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN1	0	1	0	0	0	0	1	6	1	0	16	2	36	0	0	3	1	0	1	3	52	11	10	113	5	0	0	0	1	0	2	0	0	0	0	0	1
FN3K	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
FN3KRP	1	1	0	1	0	0	1	1	10	2	102	216	115	2	4	1	16	15	0	2	75	12	61	94	30	2	0	0	0	0	9	3	0	5	8	0	0
FNBP1	0	1	0	3	1	3	6	7	6	0	62	535	266	2	38	9	100	101	1	16	292	161	152	308	54	2	0	1	7	0	22	6	0	11	30	1	0
FNBP1L	1	0	2	4	2	0	1	3	19	2	231	297	391	2	62	5	144	74	0	26	229	144	135	362	33	3	0	3	0	3	49	7	0	3	10	8	2
FNBP4	0	0	1	2	1	1	1	1	23	0	236	187	85	0	13	2	31	34	0	5	56	25	39	114	30	4	0	0	0	1	11	6	0	15	3	3	0
FNDC1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC11	0	0	0	0	0	0	0	0	0	0	0	186	1	0	1	0	1	1	0	0	21	7	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0
FNDC3A	4	8	1	8	7	2	1	8	30	0	324	136	89	4	26	1	61	20	2	13	74	59	11	59	19	7	0	0	13	2	13	14	0	15	14	6	15
FNDC3B	2	0	4	3	1	2	0	5	21	2	248	467	359	1	55	2	165	106	2	19	290	90	122	279	37	4	0	2	2	1	30	13	0	2	19	4	0
FNDC4	0	0	0	0	0	0	0	0	0	0	2	26	22	0	0	0	1	0	0	0	16	3	3	21	8	0	0	0	0	0	0	0	0	0	0	0	0
FNDC5	0	0	0	0	0	0	0	0	0	0	12	0	8	0	1	0	0	0	0	1	1	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC7	0	0	0	4	0	0	0	2	1	0	9	580	153	0	16	0	108	113	0	5	107	57	10	48	2	2	0	0	0	0	5	0	0	0	0	0	0
FNDC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FNIP1	0	1	0	3	0	1	0	0	8	0	44	45	25	1	10	0	17	15	2	4	14	11	7	15	2	0	0	0	0	0	5	1	1	1	1	2	2
FNIP2	0	0	0	0	0	0	0	0	3	0	26	20	86	0	9	1	12	12	0	4	47	11	34	89	11	2	0	1	1	0	0	5	0	1	0	0	3
FOCAD	0	0	0	0	0	0	0	0	0	0	26	64	35	0	2	2	5	4	0	2	23	7	18	22	5	0	0	0	0	0	8	0	0	0	2	0	0
FOLH1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FOLR1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLR2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOPNL	0	0	1	0	1	0	1	1	4	0	64	190	68	0	11	1	17	19	0	7	39	40	13	35	11	0	0	0	4	0	6	1	0	4	1	3	2
FOS	0	1	2	2	4	1	0	1	4	6	2001	67	34	10	3	0	10	21	4	6	38	9	16	92	38	17	0	0	1	1	5	7	0	2	41	3	1
FOSB	0	0	0	0	5	3	0	2	3	1	655	12	15	3	0	0	4	14	0	1	16	8	10	17	17	12	0	0	0	1	1	2	0	4	2	1	0
FOSL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOSL2	0	1	4	2	5	0	1	1	15	0	213	68	73	0	11	1	8	10	3	5	52	12	21	86	33	7	0	2	3	1	2	9	1	6	4	3	3
FOXA1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
FOXA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FOXA3	0	0	0	0	0	0	0	1	1	0	0	22	25	0	1	0	5	3	0	0	16	2	12	25	8	2	0	0	0	0	0	0	0	0	0	0	0
FOXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXC1	0	0	0	0	0	0	0	0	0	0	14	0	4	0	1	0	0	0	0	0	11	3	7	30	8	1	0	1	0	0	0	0	0	0	0	1	0
FOXC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FOXD3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXF2	0	0	0	0	0	0	0	0	0	0	0	1	27	0	3	0	1	1	0	0	26	0	5	20	3	0	0	0	0	0	2	0	0	0	0	0	0
FOXG1	1	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	3	1	3	0
FOXH1	0	0	0	0	1	0	0	0	0	0	1	31	3	0	1	0	0	1	0	0	5	1	4	20	2	0	0	0	0	0	0	1	0	1	2	0	0
FOXI1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXI3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXJ2	0	0	0	0	0	0	0	0	8	0	54	14	4	0	0	1	1	2	1	0	8	1	3	21	3	4	0	0	0	0	4	1	0	0	1	0	0
FOXJ3	0	0	0	2	0	0	0	0	8	0	105	64	60	1	7	0	21	8	0	3	50	21	19	53	15	3	0	0	1	0	6	1	0	2	3	1	4
FOXK1	0	0	0	0	0	0	0	0	0	0	6	23	7	0	0	0	1	0	0	1	13	2	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXK2	0	0	0	1	0	0	0	0	0	0	1	32	95	1	3	0	9	2	0	3	37	9	19	62	9	0	0	0	0	0	2	0	0	0	0	0	0
FOXL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXL2NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXM1	0	1	0	0	0	0	0	1	4	0	19	30	24	0	2	0	3	2	0	1	39	6	25	41	24	5	0	0	0	0	3	0	0	0	1	1	0
FOXN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXN2	1	0	0	2	1	0	0	0	6	0	11	100	57	3	21	4	33	20	0	2	65	32	21	82	14	4	0	0	0	0	18	8	0	0	5	1	0
FOXN3	0	0	0	0	0	1	0	0	2	0	78	61	33	0	2	0	3	1	0	5	42	10	14	43	6	0	0	0	0	0	5	1	0	0	2	0	1
FOXN4	0	0	0	0	0	0	0	0	2	0	0	37	6	0	0	0	0	1	0	2	3	1	3	6	0	0	0	0	0	0	1	0	0	1	2	1	0
FOXO1	0	0	0	0	0	0	0	0	2	0	206	21	46	0	5	0	16	12	0	3	43	5	21	61	2	0	0	0	0	1	2	0	0	2	0	0	0
FOXO3	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
FOXO4	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
FOXO6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP1	0	1	1	2	0	0	0	1	17	0	369	157	83	0	16	1	23	25	0	8	45	29	24	46	18	5	0	1	0	0	6	8	0	10	15	3	1
FOXP2	0	0	0	0	0	0	0	0	2	0	6	1	0	0	0	0	0	0	1	0	0	2	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0
