Gene	YF2_OO_sc.1	YF2_OO_sc.2	YF2_OO_sc.3	YF2_OO_sc.4	YF2_OO_sc.5	YF2_OO_sc.6	YF2_OO_sc.7	YF2_OO_sc.8	YF2_OO_sc.9
DOCK8	65	0	0	25	0	42	0	0	0
DOCK9	2	0	0	14	0	20	0	0	0
DOHH	0	0	0	0	0	0	0	0	0
DOK1	0	0	0	0	0	1	0	0	0
DOK2	0	0	0	0	0	0	0	0	0
DOK3	0	0	0	0	0	0	0	0	0
DOK4	1	0	0	0	0	0	0	0	0
DOK5	3	0	0	13	0	8	0	0	0
DOK6	0	0	0	18	0	30	0	0	0
DOK7	0	0	0	6	1	0	0	0	0
DOLK	0	0	0	1	0	3	0	0	0
DOLPP1	0	0	0	0	0	0	0	0	0
DOPEY1	36	0	0	18	0	34	0	0	0
DOPEY2	5	0	0	3	0	10	0	0	0
DOT1L	0	0	0	0	0	2	0	0	0
DPAGT1	0	0	0	3	0	2	0	0	0
DPCD	6	0	0	542	0	184	0	0	0
DPEP1	0	0	0	13	0	2	0	0	0
DPEP2	0	0	0	0	0	0	0	0	0
DPEP3	0	0	0	24	0	4	0	0	0
DPF1	0	0	0	0	0	3	0	0	0
DPF2	9	0	0	46	0	23	0	0	0
DPF3	0	0	0	0	0	0	0	0	0
DPH1	0	0	0	0	0	0	0	0	0
DPH2	0	0	0	0	0	0	0	0	0
DPH3	2	0	2	97	0	83	0	0	0
DPH5	0	0	0	3	0	5	0	0	0
DPH6	0	0	0	40	0	32	0	0	0
DPH7	0	0	0	8	0	0	0	0	0
DPM1	3	0	0	31	0	11	0	0	0
DPM2	0	0	0	67	0	10	0	1	0
DPP10	1	0	0	19	0	1	0	0	0
DPP3	0	0	0	0	0	0	0	0	0
DPP4	0	0	0	0	0	1	0	0	0
DPP6	9	0	0	40	0	39	0	0	0
DPP7	0	0	0	3	0	0	0	0	0
DPP8	10	0	0	7	0	15	0	0	0
DPP9	0	0	0	0	0	0	0	0	0
DPPA3	482	0	2	311	2	391	0	2	0
DPPA4	0	0	0	14	0	1	0	0	1
DPPA5	73	1	1	1287	1	499	0	2	0
DPRX	0	0	0	6	0	1	0	0	0
DPT	0	0	0	2	0	1	0	0	0
DPY19L1	0	0	0	2	0	11	0	0	0
DPY19L3	1	0	0	4	0	3	0	0	0
DPY19L4	0	0	0	6	0	5	0	0	0
DPY30	219	0	1	273	1	150	0	0	0
DPYD	0	0	0	0	0	0	0	0	0
DPYS	0	0	0	0	0	0	0	0	0
DPYSL2	2	0	1	53	0	37	0	0	0
DPYSL3	0	0	0	0	0	1	0	0	0
DPYSL5	0	0	0	0	0	1	0	0	0
DQX1	0	0	0	0	0	0	0	0	0
DR1	1	0	0	9	0	36	0	0	0
DRAM1	0	0	0	0	0	0	0	0	0
DRAM2	2	0	0	39	0	19	0	0	0
DRAP1	0	0	0	50	0	14	0	0	0
DRAXIN	0	0	0	0	0	0	0	0	0
DRC1	0	0	0	0	0	1	0	1	0
DRC3	0	0	0	12	0	1	0	0	0
DRC7	3	0	0	8	0	0	0	0	0
DRD1	0	0	0	0	0	0	0	0	0
DRD2	0	0	0	2	0	0	0	0	0
DRD3	0	0	0	0	0	0	0	0	0
DRD4	0	0	0	0	0	0	0	0	0
DRG1	0	0	0	312	2	103	0	0	0
DRG2	0	0	0	0	0	0	0	0	0
DRGX	0	0	0	0	0	0	0	0	0
DROSHA	6	0	0	10	0	16	0	0	0
DRP2	0	0	0	0	0	0	0	0	0
DSC1	0	0	0	1	0	0	0	0	0
DSC2	0	0	0	0	0	0	0	0	0
DSC3	0	0	0	1	0	0	0	0	0
DSCAM	3	0	0	8	0	6	0	0	0
DSCAML1	2	0	0	29	0	9	0	0	0
DSCC1	18	0	0	53	0	43	0	0	0
DSCR3	2	0	0	48	0	25	0	0	0
DSCR4	0	0	0	0	0	1	0	0	0
DSCR8	2	0	0	21	0	10	0	0	0
DSE	2	0	0	3	0	4	0	0	0
DSEL	0	0	0	0	0	0	0	0	0
DSG1	0	0	0	0	0	3	0	0	0
DSG2	8	0	1	67	0	45	0	0	0
DSG3	0	0	0	0	0	3	0	0	0
DSG4	0	0	0	0	0	0	0	0	0
DSN1	36	0	0	82	0	44	0	0	0
DSP	2	0	0	1	0	0	0	0	0
DSPP	0	0	0	0	0	0	0	0	0
DST	0	0	0	20	0	8	0	0	0
DSTN	91	0	1	314	1	269	0	0	0
DSTYK	0	0	0	0	0	0	0	0	0
DTD1	44	0	0	302	2	188	0	0	0
DTHD1	0	0	0	0	0	0	0	0	0
DTL	44	0	0	66	0	60	0	1	0
DTNA	34	0	0	179	1	141	0	0	0
DTNB	12	0	0	14	0	48	0	0	0
DTNBP1	7	0	0	36	0	11	0	0	0
DTWD1	40	0	0	47	0	42	0	0	0
DTWD2	0	0	0	0	0	0	0	0	0
DTX1	0	0	0	0	0	0	0	0	0
DTX2	19	0	0	55	0	31	0	0	0
DTX3	0	0	0	0	0	0	0	0	0
DTX3L	0	0	0	7	0	0	0	0	0
DTX4	0	0	0	1	0	0	0	0	0
DTYMK	0	0	0	16	0	1	0	0	0
DUOX1	0	0	0	0	0	0	0	0	0
DUOX2	0	0	0	0	0	0	0	0	0
DUOXA1	0	0	0	0	0	0	0	0	0
DUOXA2	0	0	0	0	0	0	0	0	0
DUPD1	1	0	0	22	2	10	0	0	0
DUS1L	0	0	0	0	0	0	0	0	0
DUS2	0	0	0	0	0	0	0	0	0
DUS3L	0	0	0	0	0	2	0	0	0
DUS4L	1	0	0	14	0	6	0	0	0
DUSP1	0	0	0	2	0	1	0	0	0
DUSP10	6	0	2	25	0	61	1	0	0
DUSP11	0	0	0	42	0	16	0	0	0
DUSP12	3	0	0	36	0	26	0	0	0
DUSP13	0	0	1	8	0	3	0	0	0
DUSP14	0	0	0	5	0	4	0	0	0
DUSP15	0	0	0	0	0	0	0	0	0
DUSP16	0	0	0	27	0	23	0	0	0
DUSP19	0	0	0	0	0	3	0	0	0
DUSP2	0	0	0	5	0	0	0	0	0
DUSP22	0	0	0	0	0	5	0	0	0
DUSP23	2	0	0	118	2	15	0	0	0
DUSP26	0	0	0	0	0	0	0	0	0
DUSP27	0	0	0	0	0	0	0	0	0
DUSP28	0	0	0	8	0	4	0	0	0
DUSP3	0	0	0	3	0	2	0	0	0
DUSP4	0	0	0	0	0	0	0	0	0
DUSP5	18	0	1	31	0	24	0	0	0
DUSP6	0	0	0	0	0	0	0	0	0
DUSP7	9	0	0	10	0	22	0	0	0
DUSP8	1	0	0	0	0	0	0	0	0
DUSP9	0	0	0	0	0	0	0	0	0
DUXA	0	0	0	0	0	0	0	0	0
DUXB	0	0	0	0	0	9	0	0	0
DVL1	0	0	0	0	0	0	0	0	0
DVL2	1	0	0	0	0	2	0	0	0
DVL3	1	0	0	4	0	1	0	0	0
DXO	0	0	0	10	0	7	0	0	0
DYDC1	0	0	0	3	0	0	0	0	0
DYDC2	0	0	0	0	0	0	0	0	0
DYM	8	0	0	11	0	6	0	0	0
DYNAP	0	0	0	0	0	0	0	0	0
DYNC1I1	0	0	0	0	0	0	0	1	0
DYNC1I2	156	0	0	168	0	142	0	0	0
DYNC1LI1	13	0	0	309	0	99	0	0	0
DYNC1LI2	41	0	0	207	0	51	0	0	0
DYNC2H1	276	0	1	462	4	586	1	3	0
DYNC2LI1	6	0	0	105	0	75	0	0	0
DYNLL1	9	0	0	189	0	152	0	1	0
DYNLRB1	6	0	2	262	0	127	0	0	0
DYNLRB2	0	0	0	6	0	4	0	0	0
DYNLT1	13	0	2	1114	0	358	0	0	0
DYNLT3	0	0	0	23	0	16	0	0	0
DYRK1A	3	0	0	33	0	48	0	0	0
DYRK1B	0	0	0	0	0	0	0	0	0
DYRK2	0	0	0	0	0	0	0	0	0
DYRK3	0	0	0	0	0	0	0	0	0
DYRK4	0	0	0	0	0	3	0	0	0
DYSF	0	0	0	0	0	0	0	0	0
DYTN	0	0	0	0	0	1	0	0	0
DZANK1	0	0	0	0	0	0	0	0	5
DZIP1	25	0	0	128	0	61	0	0	0
DZIP1L	0	0	0	0	0	1	0	0	0
DZIP3	10	0	0	18	0	12	0	0	0
E2F1	0	0	0	4	0	0	0	0	0
E2F2	0	0	0	0	0	0	0	0	0
E2F3	0	0	0	0	0	0	0	0	0
E2F4	0	0	0	1	0	9	0	0	0
E2F6	0	0	0	0	0	0	0	0	0
E2F7	0	0	0	14	0	0	0	0	0
E2F8	4	0	0	0	0	8	0	0	0
E4F1	0	0	0	6	0	4	0	0	0
EAF1	0	0	0	12	0	5	0	0	0
EAF2	1	0	0	29	0	44	0	0	0
EARS2	0	0	0	7	0	7	0	0	0
EBAG9	21	0	1	26	0	17	0	0	0
EBF1	7	0	1	41	0	15	0	0	0
EBF2	5	0	1	47	0	43	0	0	0
EBF3	0	0	0	3	0	0	0	0	0
EBF4	0	0	0	0	0	0	0	0	0
EBI3	0	0	0	2	0	1	0	0	0
EBLN1	0	0	0	0	0	0	0	0	0
EBNA1BP2	14	0	0	35	1	14	0	0	0
EBP	65	0	0	339	1	167	0	0	0
EBPL	2	0	0	45	0	28	0	1	0
ECD	1	0	0	33	0	21	0	0	0
ECE1	0	0	0	2	0	2	0	0	0
ECE2	0	0	0	6	0	3	0	0	0
ECH1	8	0	0	211	0	46	0	0	0
ECHDC1	24	0	0	170	0	73	0	0	0
ECHDC2	0	0	0	4	0	6	0	0	0
ECHDC3	0	0	0	7	0	3	0	0	0
ECI1	0	0	0	21	0	0	0	0	0
ECI2	1	0	0	209	0	41	0	0	0
ECM1	0	0	0	0	0	0	0	0	0
ECM2	13	0	0	3	0	31	0	0	0
ECSIT	0	0	0	10	1	5	0	0	0
ECT2	86	0	0	96	1	122	0	0	0
ECT2L	0	0	0	0	0	0	0	0	0
EDA	0	0	0	7	0	3	0	0	0
EDA2R	0	0	0	0	0	0	0	0	0
EDAR	20	0	0	1	0	8	0	0	0
EDARADD	0	0	0	3	0	4	0	0	0
EDC3	0	0	0	5	0	1	0	0	0
EDC4	0	0	0	0	0	1	0	0	0
EDDM13	0	0	0	0	0	0	0	0	0
EDEM1	3	0	0	11	0	4	0	0	0
EDEM2	7	0	0	12	0	9	0	0	0
EDEM3	0	0	0	1	0	2	0	0	0
EDF1	0	0	1	107	1	25	0	0	0
EDIL3	1	0	0	6	0	37	0	0	0
EDN1	0	0	0	0	0	0	0	0	0
EDN2	0	0	0	0	0	0	0	0	0
EDN3	0	0	0	2	0	0	0	0	0
EDNRA	0	0	0	0	0	0	0	0	0
EDNRB	0	0	0	0	0	0	0	0	0
EDRF1	193	0	0	196	3	211	0	0	0
EEA1	2	0	1	51	0	15	0	0	0
EED	0	0	0	3	0	25	0	0	0
EEF1A1	21	0	5	585	5	288	0	1	1
EEF1A2	0	0	0	0	0	0	0	0	0
EEF1AKMT1	10	0	0	221	3	134	0	0	0
EEF1AKMT3	0	0	0	0	0	2	0	0	0
EEF1B2	21	0	0	345	6	145	0	0	0
EEF1D	3	0	0	19	0	6	0	0	0
EEF1G	3	0	0	28	0	10	0	1	0
EEF2K	0	0	0	24	0	14	0	0	0
EEFSEC	0	0	0	19	0	1	0	0	0
EEPD1	1	0	0	45	0	7	0	0	0
EFCAB1	0	0	0	0	0	0	0	3	0
EFCAB10	0	0	0	126	0	19	0	0	0
EFCAB11	12	0	0	68	0	52	0	0	0
EFCAB12	0	0	0	0	0	0	0	0	0
EFCAB13	0	0	0	0	0	0	0	0	0
EFCAB3	0	0	0	1	0	0	0	0	0
EFCAB5	0	0	0	5	0	1	0	0	0
EFCAB6	0	0	0	14	0	5	0	0	0
EFCAB7	0	0	0	50	0	24	0	0	0
EFCAB8	0	0	0	0	0	0	0	0	0
EFCAB9	0	0	0	0	0	0	0	0	0
EFCC1	0	0	0	0	0	0	0	0	0
EFEMP1	0	0	0	0	0	0	0	0	0
EFEMP2	0	0	0	0	0	0	0	0	0
EFHB	0	0	0	0	0	0	0	0	0
EFHC1	0	0	0	5	0	0	0	0	0
EFHC2	0	0	0	10	0	16	0	0	0
EFHD1	0	0	2	66	0	6	0	0	0
EFHD2	0	0	0	9	0	3	0	0	0
EFNA1	0	0	0	0	0	0	0	0	0
EFNA2	0	0	0	0	0	0	0	0	0
EFNA3	0	0	0	0	0	0	0	0	0
EFNA4	0	0	0	0	0	1	0	0	0
EFNA5	0	0	0	23	0	4	0	0	0
EFNB1	0	0	0	0	0	0	0	0	0
EFNB2	5	0	0	0	0	8	0	0	0
EFNB3	0	0	0	8	0	5	0	0	0
EFR3A	7	0	0	0	0	8	0	0	0
EFR3B	0	0	0	3	0	0	0	0	0
EFS	0	0	0	0	0	0	0	0	0
EFTUD2	0	0	0	10	0	14	0	0	0
EGF	0	0	0	0	0	0	0	0	0
EGFL6	2	0	0	45	0	13	0	0	0
EGFL7	0	0	0	0	0	0	0	0	0
EGFLAM	0	0	0	0	0	0	0	0	0
EGFR	0	0	0	0	0	0	0	0	0
EGLN1	0	0	0	5	0	7	0	0	0
EGLN2	0	0	0	12	0	18	0	0	0
EGLN3	0	0	0	32	0	26	0	0	0
EGR1	1	0	0	3	0	20	0	0	0
EGR2	0	0	0	0	0	0	0	0	0
EGR3	0	0	0	1	0	0	0	0	0
EGR4	0	0	0	0	0	0	0	0	0
EHBP1	9	0	0	21	0	20	0	0	0
EHBP1L1	0	0	0	0	0	0	0	0	0
EHD1	0	0	0	0	0	9	0	0	0
EHD2	0	0	0	0	0	0	0	0	0
EHD3	2	0	0	2	0	7	0	0	0
EHD4	3	0	0	1	0	3	0	0	0
EHF	0	0	0	0	0	0	0	0	0
EHHADH	0	0	0	20	0	5	0	0	0
EHMT1	1	0	0	16	0	10	0	0	0
EHMT2	0	0	0	3	0	4	0	0	0
EI24	19	0	0	22	0	50	0	0	0
EIF1	171	0	1	500	3	197	0	0	0
EIF1AD	0	0	0	2	0	0	0	0	0
EIF1B	27	0	0	500	1	278	0	2	0
EIF2A	84	0	0	70	1	49	0	0	0
EIF2AK1	1	0	0	1	0	0	0	0	0
EIF2AK2	1	0	0	29	0	2	0	0	0
EIF2AK3	0	0	0	0	0	8	0	0	0
EIF2AK4	5	0	0	0	0	4	0	0	0
EIF2B1	5	0	0	15	0	13	0	0	0
EIF2B2	3	0	0	22	0	5	0	0	0
EIF2B3	10	0	0	57	0	36	0	0	0
EIF2B4	0	0	0	11	0	2	0	0	0
EIF2B5	0	0	0	2	0	0	0	0	0
EIF2D	0	0	0	11	0	11	0	0	0
EIF2S1	29	0	0	140	0	74	0	0	0
EIF2S2	317	0	1	527	2	289	0	1	0
EIF3A	10	0	0	91	0	68	0	0	0
EIF3B	0	0	0	5	0	15	0	0	0
EIF3C	26	0	1	152	0	48	0	0	0
EIF3D	0	0	0	16	0	16	0	0	0
EIF3E	16	0	0	56	1	29	0	0	0
EIF3F	1	0	0	31	0	33	0	0	0
EIF3G	0	0	0	17	0	2	0	0	0
EIF3H	5	0	0	154	2	39	0	0	0
EIF3I	1	0	0	21	0	3	0	0	0
EIF3J	27	0	0	81	1	18	0	0	0
EIF3K	8	1	0	161	0	70	0	0	0
EIF3L	3	0	0	79	0	17	0	0	0
EIF3M	13	0	0	482	0	151	0	0	0
EIF4A1	2	0	0	99	0	19	1	0	0
EIF4A2	232	0	1	351	4	215	0	0	0
EIF4A3	21	0	0	159	2	109	0	0	0
EIF4B	10	0	0	25	0	45	0	0	0
EIF4E1B	67	0	0	226	1	160	0	1	0
EIF4E2	4	0	1	61	0	36	0	0	0
EIF4E3	0	0	0	0	0	0	0	0	0
EIF4EBP1	0	0	3	40	0	10	0	0	0
EIF4EBP2	0	0	0	0	0	0	0	0	0
EIF4ENIF1	14	0	1	238	1	152	0	0	0
EIF4G1	7	0	0	25	0	16	0	0	0
EIF4G2	212	0	0	256	1	226	0	0	0
EIF4G3	4	0	0	8	0	6	0	0	0
EIF4H	12	0	0	37	0	69	0	0	0
EIF5	389	0	4	1012	0	306	3	2	1
EIF5A2	9	0	0	42	0	8	0	0	0
EIF5B	929	0	4	987	50	483	2	0	0
EIF6	1	0	1	438	1	178	0	1	0
ELAC1	0	0	0	0	0	0	0	0	0
ELAC2	0	0	0	13	0	14	0	0	0
ELANE	0	0	0	0	0	0	0	0	0
ELAVL1	8	0	0	58	0	14	0	0	0
ELAVL2	22	0	1	158	2	117	0	0	0
ELAVL3	0	0	0	0	0	0	0	0	0
ELAVL4	0	0	0	0	0	0	0	0	0
ELF1	2	0	0	60	1	34	0	0	0
ELF2	0	0	0	17	0	17	0	0	0
ELF3	0	0	0	0	0	0	0	0	0
ELF4	14	0	3	83	1	40	1	7	0
ELF5	1	0	0	17	0	0	0	0	0
ELFN1	0	0	0	0	0	0	0	0	0
ELFN2	0	0	0	4	0	2	0	0	0
ELK1	0	0	0	0	0	0	0	0	0
ELK3	2	0	0	28	0	3	0	0	0
ELK4	0	0	0	0	0	4	0	0	0
ELL	0	0	0	3	0	5	0	0	0
ELL3	0	0	0	0	0	1	0	0	0
ELMO1	1	1	0	9	0	29	0	0	0
ELMO2	0	0	0	0	0	5	0	0	0
ELMO3	0	0	0	0	0	0	0	0	0
ELMOD1	0	0	0	3	0	2	0	0	0
ELMOD2	1	0	0	34	0	13	0	0	0
ELMOD3	0	0	0	0	0	0	0	0	0
ELMSAN1	0	0	0	8	0	11	0	0	0
ELOA	2	0	0	23	0	5	0	0	0
ELOB	6	0	0	166	0	48	0	0	0
ELOC	9	0	0	277	3	235	0	0	0
ELOF1	0	0	0	1	0	2	0	0	0
ELOVL1	0	0	0	0	0	0	0	0	0
ELOVL2	3	0	0	34	0	9	0	0	0
ELOVL3	2	0	0	11	0	5	0	0	0
ELOVL4	12	0	0	23	0	51	0	0	0
ELOVL5	18	0	0	65	0	54	0	0	0
ELOVL7	0	0	1	16	0	0	0	0	0
ELP1	0	0	0	4	0	1	0	0	0
ELP2	0	0	0	54	0	21	0	0	0
ELP3	2	0	0	22	0	11	0	0	0
ELP4	0	0	0	24	0	9	0	0	0
ELP5	0	0	0	57	0	15	0	0	0
ELP6	0	0	0	29	0	10	0	0	0
ELSPBP1	0	0	0	0	0	0	0	0	0
EMB	3	0	0	1	0	9	0	0	0
EMC1	0	0	0	0	0	0	0	0	0
EMC10	0	0	0	0	0	0	0	0	0
EMC2	10	0	0	80	0	42	0	1	0
EMC4	4	0	0	14	0	8	0	0	0
EMC6	2	0	1	275	0	82	0	0	0
EMC7	0	0	0	82	0	56	0	0	0
EMC8	9	0	0	31	0	30	0	1	0
EMC9	0	0	0	4	0	0	0	0	0
EMCN	0	0	0	0	0	0	0	0	0
EME1	0	0	0	0	0	0	0	0	0
EME2	0	0	0	0	0	0	0	0	0
EMID1	0	0	0	0	0	0	0	0	0
EMILIN1	0	0	0	0	0	0	0	0	0
EMILIN2	453	1	0	920	2	326	0	0	0
EMILIN3	0	0	0	0	0	0	0	0	0
EML1	0	0	0	6	0	2	0	0	0
EML3	0	0	0	6	0	3	0	0	0
EML4	4	0	0	112	0	60	0	0	0
EML5	5	0	0	4	0	3	0	0	0
EML6	18	0	0	133	1	142	0	1	0
EMP1	0	0	0	0	0	0	0	0	0
EMP2	0	0	0	1	0	0	0	0	0
EMP3	0	0	0	8	0	0	0	0	0
EMSY	0	0	0	6	0	5	0	0	0
EMX1	0	0	0	0	0	0	0	0	0
EMX2	0	0	0	0	0	0	0	0	0
EN1	0	0	0	0	0	0	0	0	0
EN2	0	0	0	2	0	0	0	0	0
ENAH	9	0	0	8	3	2	0	0	0
ENAM	0	0	0	0	0	0	0	0	0
ENC1	0	0	0	0	0	0	0	0	0
ENDOD1	0	0	0	8	0	3	0	0	0
ENDOG	0	0	0	0	0	0	0	0	0
ENDOU	0	0	0	0	0	0	0	0	0
ENDOV	2	0	0	4	0	1	0	0	0
ENG	0	0	0	7	0	6	0	0	0
ENGASE	0	0	0	0	0	1	0	0	0
ENHO	0	0	0	0	0	0	0	0	0
ENKD1	0	0	0	0	0	3	0	0	0
ENKUR	0	0	0	0	0	0	0	0	0
ENO1	4	0	0	76	0	7	0	0	0
ENO2	0	0	0	0	0	0	0	0	0
ENO3	0	0	0	8	0	0	0	0	0
ENO4	2	0	0	0	0	1	0	0	0
ENOSF1	0	0	0	1	0	6	0	0	0
ENOX1	97	1	3	1254	6	688	0	2	0
ENOX2	0	0	0	3	0	3	0	0	0
ENPP1	1	0	0	13	0	15	0	0	0
ENPP2	1	0	0	9	0	0	0	0	0
ENPP3	0	0	0	0	0	0	0	0	2
ENPP4	1	0	0	1	0	14	0	0	0
ENPP5	6	0	0	147	1	65	0	0	0
ENPP6	0	0	0	0	0	0	0	0	0
ENPP7	0	0	0	0	0	0	0	0	0
ENTHD1	0	0	0	0	0	0	0	0	0
ENTPD2	0	0	0	0	0	0	0	0	0
ENTPD3	0	0	0	0	0	1	0	0	0
ENTPD4	2	0	0	17	0	11	0	0	0
ENTPD5	0	0	0	0	0	7	0	0	0
ENTPD6	0	0	0	0	0	5	0	0	0
ENTPD7	0	0	0	1	0	0	0	0	0
ENTPD8	0	0	0	0	0	0	0	0	0
EOGT	0	0	0	4	0	0	0	0	0
EOMES	0	0	0	1	0	0	0	0	0
EP300	25	0	0	20	0	43	0	0	0
EP400	2	0	0	10	0	13	0	0	0
EPAS1	21	0	0	62	0	24	0	0	0
EPB41	45	0	1	56	0	58	0	0	0
EPB41L1	0	0	0	0	0	0	0	0	0
EPB41L2	43	0	0	62	0	50	0	0	0
EPB41L3	0	0	0	14	0	34	0	0	0
EPB41L4A	3	0	0	6	0	0	0	0	0
EPB41L4B	0	0	0	0	0	2	0	0	0
EPB41L5	1	0	0	42	1	48	0	0	0
EPB42	0	0	0	22	1	14	0	0	0
EPC1	25	0	0	64	0	42	0	0	0
EPC2	7	0	0	6	0	18	0	0	0
EPCAM	21	0	1	90	0	9	0	0	0
EPDR1	0	0	0	0	0	0	0	0	0
EPG5	0	0	0	0	0	0	0	0	0
EPGN	0	0	0	0	0	0	0	0	0
EPHA1	0	0	0	0	0	0	0	0	0
EPHA2	0	0	0	0	0	2	0	0	0
EPHA3	0	0	0	0	0	0	0	0	0
EPHA4	1	0	0	153	0	32	0	0	0
EPHA5	0	0	0	0	0	0	0	0	0
EPHA6	0	0	0	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0	0	0	0
EPHA8	0	0	0	2	0	0	0	0	0
EPHB1	0	0	0	0	0	3	0	0	1
EPHB3	0	0	0	0	0	0	0	0	0
EPHB4	0	0	0	0	0	0	0	0	0
EPHB6	0	0	0	0	0	2	0	0	0
EPHX1	0	0	0	31	0	3	0	0	0
EPHX2	0	0	0	0	0	0	0	0	0
EPHX3	0	0	0	2	0	0	0	0	0
EPHX4	0	0	0	0	0	0	0	0	0
EPM2A	0	0	0	0	0	0	0	0	0
EPM2AIP1	0	0	0	0	0	0	0	0	0
EPN1	0	0	0	0	0	0	0	0	0
EPN2	53	0	0	179	0	32	0	0	0
EPN3	0	0	0	0	0	0	0	0	0
EPO	0	0	0	0	0	0	0	0	0
EPOP	0	0	0	0	0	0	0	0	0
EPOR	0	0	0	0	0	0	0	0	0
EPRS	89	0	2	220	0	112	2	0	0
EPS15	5	0	0	18	1	23	0	0	0
EPS15L1	1	0	0	12	0	7	0	0	0
EPS8	14	0	0	27	0	4	0	0	0
EPS8L1	0	0	0	4	0	1	0	0	0
EPS8L2	0	0	0	0	0	0	0	0	0
EPS8L3	11	0	0	69	0	48	0	0	0
EPSTI1	171	0	3	398	5	182	0	0	0
EPX	0	0	0	0	0	0	0	0	0
EPYC	0	0	0	0	0	0	0	0	0
EQTN	25	1	0	69	0	70	0	0	0
ERAL1	0	0	0	7	0	8	0	0	0
ERAP1	0	0	0	4	0	2	0	0	0
ERAP2	0	0	0	0	0	0	0	0	0
ERAS	0	0	0	0	0	0	0	0	0
ERBB2	0	0	0	0	0	0	0	0	0
ERBB3	0	0	0	0	0	0	0	0	0
ERBB4	3	0	0	7	0	8	0	0	0
ERBIN	14	1	1	41	0	67	0	0	0
ERC1	37	0	0	51	0	46	0	0	0
ERC2	2	0	0	26	0	7	0	0	0
ERCC1	0	0	0	3	0	3	0	0	0
ERCC2	0	0	0	5	0	0	0	0	0
ERCC3	10	0	0	33	0	30	0	0	0
ERCC4	0	0	0	5	0	4	0	0	0
ERCC6	5	0	0	34	0	7	0	0	0
ERCC6L	0	0	0	3	0	27	0	0	0
ERCC8	0	0	0	7	0	9	0	0	0
EREG	0	0	3	0	0	0	0	0	0
ERF	0	0	0	1	0	2	0	0	0
ERFE	7	0	0	33	0	37	0	0	0
ERG	0	0	0	12	0	2	0	0	0
ERGIC1	0	0	0	2	0	0	0	0	0
ERGIC2	96	0	0	125	0	121	0	0	0
ERGIC3	0	1	0	134	0	45	0	0	0
ERH	1	0	0	16	0	13	0	0	0
ERI1	9	0	0	33	0	20	0	0	0
ERI2	0	0	0	0	0	0	0	0	0
ERI3	0	0	0	21	1	5	0	0	0
ERICH1	107	0	0	163	1	86	0	1	0
ERICH2	0	0	0	78	0	23	0	0	0
ERICH3	0	0	0	1	0	2	0	0	0
ERICH5	7	0	0	22	0	34	0	0	0
ERICH6	0	0	0	0	0	1	0	0	0
ERICH6B	0	0	0	1	0	3	0	0	0
ERLEC1	0	0	0	8	0	28	0	0	0
ERLIN1	12	0	0	12	0	11	0	0	0
ERLIN2	0	0	0	4	0	6	0	0	0
ERMAP	0	0	0	0	0	0	0	0	0
ERMARD	0	0	0	17	0	8	0	0	0
ERMN	0	0	0	0	0	0	0	0	0
ERMP1	27	0	0	44	0	52	0	0	0
ERN1	7	0	0	9	0	2	0	0	0
ERO1A	30	1	0	88	0	115	0	0	0
ERO1B	3	0	0	45	0	26	0	0	0
ERP27	0	0	0	0	0	0	0	0	0
ERP29	2	0	0	19	0	14	0	0	0
ERP44	119	0	0	240	0	134	0	1	0
ERRFI1	3	0	0	11	0	11	0	0	1
ERVFRD-1	0	0	0	2	0	2	0	0	0
ESAM	0	0	0	0	0	0	0	0	0
ESCO1	134	0	1	256	1	215	0	0	0
ESCO2	271	0	3	473	5	328	1	1	0
ESF1	87	1	0	159	0	81	0	0	0
ESM1	0	0	0	0	0	0	0	0	0
ESPL1	4	0	0	1	0	10	0	0	0
ESPN	0	0	0	0	0	0	0	0	0
ESPNL	0	0	0	0	0	0	0	0	0
ESR1	0	0	0	0	0	0	0	0	0
ESR2	4	0	0	2	0	16	0	0	0
ESRP1	26	0	0	151	1	299	0	1	0
ESRP2	0	0	0	0	0	0	0	0	0
ESRRA	0	0	0	7	0	4	0	0	0
ESRRB	1	0	1	87	0	50	0	0	0
ESRRG	0	0	0	0	0	0	0	0	0
ESS2	0	0	0	0	0	3	0	0	0
ESX1	0	0	0	0	0	0	0	0	0
ESYT1	0	0	0	7	0	0	0	0	0
ESYT2	0	0	0	3	0	3	0	0	0
ESYT3	0	0	0	46	0	10	0	0	0
ETAA1	20	0	0	32	0	24	0	0	0
ETF1	0	0	1	69	0	43	0	0	0
ETFA	225	1	1	611	6	269	0	0	0
ETFB	0	0	0	64	0	26	0	0	0
ETFBKMT	0	0	0	5	0	2	0	0	0
ETFDH	3	0	0	33	1	33	0	0	0
ETFRF1	0	0	0	5	0	4	0	0	0
ETNK1	0	0	0	0	0	0	0	0	0
ETNK2	0	0	0	0	0	0	0	0	0
ETNPPL	9	0	0	0	0	18	0	0	0
ETS1	0	0	0	0	2	0	0	0	0
ETS2	1	0	0	8	0	3	0	1	0
ETV1	0	0	0	0	0	0	0	0	0
ETV2	0	0	0	0	0	0	0	0	0
ETV3	0	0	0	0	0	0	0	0	0
ETV3L	0	0	0	0	0	0	0	0	0
ETV4	0	0	0	3	0	0	0	0	0
ETV5	0	0	0	0	0	12	0	0	0
ETV6	0	0	0	1	0	9	0	0	0
ETV7	0	0	0	0	0	0	0	0	0
